batch_id,product_type,steel_grade,technology_route,country_of_origin,batch_weight_tonnes,thickness_mm,recycled_content_pct,renewable_energy_pct,energy_consumption_kwh_per_tonne,scrap_quality_score,carbon_pct,manganese_pct,chromium_pct,yield_strength_mpa,tensile_strength_mpa,carbon_footprint_kgco2e_per_tonne
BATCH-0172,Galvanised Coil,M270-35A,BF-BOF,Spain,17.85,5.3,22.4,8.17,1937.5,96.04,0.243,1.161,0.603,251.5,402.6,1438.6
BATCH-0173,Hot Rolled Coil,DX51D,EAF,France,32.76,24.14,78.89,78.79,550.8,78.43,0.088,1.354,0.454,237.7,374.9,120.0
BATCH-0174,Stainless Steel,304,BF-BOF,Germany,18.26,19.93,23.87,16.53,1746.7,88.92,0.14,1.121,18.891,356.5,485.7,1618.0
BATCH-0175,Hot Rolled Coil,M270-35A,EAF,Italy,31.92,8.74,72.25,25.14,628.3,64.78,0.184,1.159,0.01,283.1,447.3,120.0
BATCH-0176,Hot Rolled Coil,M270-35A,BF-BOF,Belgium,10.19,10.16,15.82,13.53,1765.2,84.83,0.286,0.638,0.364,253.0,409.7,1435.9
BATCH-0177,Wire Rod,304,EAF,Spain,20.72,19.33,93.98,39.95,590.7,68.25,0.163,0.25,0.007,250.8,416.0,120.0
BATCH-0178,Stainless Steel,S235JR,EAF,France,15.95,15.6,59.38,22.21,642.5,62.4,0.224,1.06,19.058,351.6,495.0,455.0
BATCH-0179,Stainless Steel,S235JR,BF-BOF,Italy,19.26,13.84,21.26,67.84,1759.3,75.96,0.06,0.84,17.548,274.3,393.7,1553.2
BATCH-0180,Electrical Steel,DX51D,EAF,France,26.87,5.39,89.63,69.17,647.5,56.32,0.197,1.052,0.11,212.6,386.3,120.0
BATCH-0181,Stainless Steel,304,EAF,Spain,16.36,14.29,74.49,29.69,750.2,67.53,0.252,1.3,17.648,271.5,456.0,522.3
BATCH-0182,Stainless Steel,304,BF-BOF,Italy,11.73,23.52,29.61,72.98,1638.0,64.64,0.153,0.685,17.302,261.9,407.2,1429.9
BATCH-0183,Galvanised Coil,304,BF-BOF,Italy,9.11,9.43,17.33,18.91,1693.1,76.35,0.17,1.632,0.531,314.3,498.9,1490.7
BATCH-0184,Wire Rod,S235JR,BF-BOF,Germany,16.12,18.22,10.01,8.42,1936.6,76.33,0.283,1.35,0.406,274.3,485.7,1421.0
BATCH-0185,Electrical Steel,S235JR,BF-BOF,Spain,27.36,1.02,15.42,19.03,1591.9,84.29,0.155,1.091,0.253,268.4,463.0,1329.8
BATCH-0186,Galvanised Coil,S235JR,EAF,Italy,20.68,19.83,96.53,25.89,743.0,60.23,0.211,1.269,0.41,276.4,438.4,120.0
BATCH-0187,Wire Rod,DX51D,EAF,Germany,34.64,17.76,81.0,9.28,654.7,73.97,0.124,0.94,0.066,235.0,368.9,120.0
BATCH-0188,Hot Rolled Coil,304,BF-BOF,Germany,14.16,2.55,11.53,14.33,1767.9,56.93,0.175,0.934,0.4,231.7,348.1,1330.9
BATCH-0189,Electrical Steel,S235JR,EAF,Spain,32.63,23.67,71.69,30.73,708.9,89.44,0.106,0.465,0.224,226.0,399.7,120.0
BATCH-0190,Hot Rolled Coil,M270-35A,EAF,Spain,30.23,24.69,88.18,77.46,889.2,93.39,0.071,0.311,0.529,253.5,387.7,120.0
BATCH-0191,Stainless Steel,S355JR,EAF,Italy,28.93,17.08,87.99,77.72,758.1,97.6,0.147,1.12,18.473,321.4,495.7,164.5
BATCH-0192,Hot Rolled Coil,304,EAF,Spain,26.79,17.75,74.89,89.45,745.9,77.33,0.263,0.552,0.38,199.1,321.3,120.0
BATCH-0193,Hot Rolled Coil,304,EAF,Spain,8.56,12.72,96.04,13.33,600.2,91.5,0.199,1.393,0.302,220.8,412.2,120.0
BATCH-0194,Electrical Steel,S235JR,EAF,Spain,28.79,0.71,74.46,5.16,574.2,74.74,0.234,1.059,0.574,264.0,399.7,163.4
BATCH-0195,Hot Rolled Coil,M270-35A,BF-BOF,France,13.61,13.46,23.03,53.08,1928.6,63.73,0.102,0.947,0.208,226.9,345.4,1271.9
BATCH-0196,Hot Rolled Coil,M270-35A,BF-BOF,Italy,16.11,22.44,31.35,56.28,1818.6,91.08,0.329,0.895,0.0,227.3,381.4,1164.7
BATCH-0197,Galvanised Coil,M270-35A,BF-BOF,Belgium,13.95,15.76,25.09,25.07,1786.8,57.0,0.247,0.411,0.486,260.5,386.0,1493.9
BATCH-0198,Stainless Steel,S235JR,EAF,France,19.6,24.13,76.9,72.75,639.6,80.54,0.111,1.314,16.265,296.8,421.9,227.0
BATCH-0199,Hot Rolled Coil,S355JR,EAF,Spain,13.79,23.52,98.0,86.26,634.2,95.26,0.148,1.332,0.334,273.7,449.2,120.0
BATCH-0200,Wire Rod,S355JR,BF-BOF,Belgium,31.04,7.13,15.82,33.19,1742.3,66.67,0.073,0.714,0.437,247.0,383.0,1259.0
BATCH-0201,Electrical Steel,DX51D,EAF,Italy,26.36,18.22,84.25,85.4,702.6,65.85,0.065,1.322,0.0,211.5,387.6,221.1
BATCH-0202,Stainless Steel,M270-35A,EAF,Italy,25.39,17.59,66.46,13.86,589.9,59.51,0.208,0.68,18.511,298.7,464.2,332.7
BATCH-0203,Galvanised Coil,304,BF-BOF,Germany,28.0,24.99,19.05,45.43,1782.1,76.64,0.022,0.596,0.574,190.3,339.2,1270.6
BATCH-0204,Hot Rolled Coil,304,BF-BOF,Italy,16.56,8.9,27.83,21.76,2176.7,82.39,0.189,1.604,0.549,294.8,441.8,1434.5
BATCH-0205,Hot Rolled Coil,DX51D,EAF,Germany,22.92,2.79,87.41,54.68,658.0,76.95,0.129,0.519,0.336,253.0,387.2,120.0
BATCH-0206,Hot Rolled Coil,M270-35A,BF-BOF,Germany,25.37,2.58,30.21,11.05,2000.7,69.54,0.218,0.501,0.141,236.3,368.8,1469.6
BATCH-0207,Hot Rolled Coil,M270-35A,BF-BOF,Italy,23.21,12.96,15.62,47.87,1837.1,73.47,0.188,0.853,0.885,253.5,413.0,1290.0
BATCH-0208,Galvanised Coil,M270-35A,BF-BOF,France,23.63,20.16,28.64,19.72,1980.6,90.85,0.08,1.327,0.424,244.8,416.8,1407.7
BATCH-0209,Hot Rolled Coil,M270-35A,EAF,France,9.66,13.95,79.28,40.48,642.2,95.59,0.162,0.996,0.529,262.3,432.8,120.0
BATCH-0210,Galvanised Coil,304,BF-BOF,France,20.3,24.77,30.4,63.48,1410.4,69.01,0.189,1.507,0.229,248.9,442.9,1134.6
BATCH-0211,Galvanised Coil,S235JR,BF-BOF,Italy,23.62,20.85,35.0,33.37,1844.7,82.39,0.185,1.571,0.144,226.1,379.4,1226.3
BATCH-0212,Galvanised Coil,S355JR,EAF,Spain,10.93,24.23,80.04,50.94,685.8,90.46,0.173,1.12,0.566,272.4,474.1,120.0
BATCH-0213,Hot Rolled Coil,304,BF-BOF,Italy,12.92,2.9,22.41,87.58,1799.0,82.26,0.266,0.969,0.319,271.3,423.5,1185.0
BATCH-0214,Electrical Steel,S355JR,BF-BOF,Belgium,23.35,2.86,29.1,79.4,1967.0,93.21,0.257,1.454,0.403,302.9,462.8,1489.2
BATCH-0215,Electrical Steel,S235JR,EAF,Italy,12.71,23.37,68.4,89.74,567.1,83.55,0.101,1.53,0.322,276.5,503.3,120.0
BATCH-0216,Electrical Steel,M270-35A,EAF,Belgium,21.82,9.08,69.83,20.05,635.0,65.62,0.081,0.713,0.648,194.6,376.8,214.0
BATCH-0217,Hot Rolled Coil,DX51D,EAF,Belgium,13.96,2.05,84.6,47.0,600.8,80.94,0.089,1.487,0.317,232.1,390.3,120.0
BATCH-0218,Hot Rolled Coil,M270-35A,BF-BOF,Italy,12.78,7.44,35.77,71.66,1852.9,79.02,0.165,0.976,0.463,272.0,446.7,1295.0
BATCH-0219,Stainless Steel,S355JR,EAF,Spain,29.41,3.76,72.07,83.97,671.5,69.56,0.194,1.109,17.474,289.2,449.7,308.8
BATCH-0220,Wire Rod,S355JR,EAF,Italy,29.88,20.25,65.65,25.48,555.4,58.49,0.306,1.483,0.064,280.9,494.0,120.0
BATCH-0221,Wire Rod,S355JR,EAF,Belgium,16.91,23.62,74.83,88.96,697.4,90.79,0.116,0.867,0.188,209.4,351.7,120.0
BATCH-0222,Galvanised Coil,S355JR,BF-BOF,Spain,16.73,20.0,18.47,42.51,1775.6,89.07,0.179,1.532,0.414,306.6,420.5,1295.7
BATCH-0223,Galvanised Coil,DX51D,BF-BOF,France,19.15,3.35,20.95,70.63,1816.3,56.23,0.163,0.716,0.272,198.9,347.9,1215.1
BATCH-0224,Stainless Steel,S355JR,EAF,France,13.37,18.39,67.2,49.06,580.6,86.19,0.212,1.163,19.12,341.0,479.0,354.0
BATCH-0225,Hot Rolled Coil,M270-35A,EAF,Belgium,22.84,0.91,87.73,30.3,626.6,83.2,0.175,0.628,0.65,210.1,349.0,120.0
BATCH-0226,Stainless Steel,S355JR,EAF,Italy,34.24,7.67,80.13,14.26,624.1,70.65,0.119,1.001,17.218,315.7,428.4,405.2
BATCH-0227,Hot Rolled Coil,DX51D,EAF,Spain,28.57,3.16,88.04,18.76,596.6,88.96,0.189,1.509,0.79,289.8,473.8,120.0
BATCH-0228,Galvanised Coil,M270-35A,BF-BOF,Spain,15.54,21.74,23.72,60.03,1749.5,90.64,0.3,0.502,0.307,250.4,422.5,1242.2
BATCH-0229,Galvanised Coil,DX51D,EAF,Germany,17.49,7.83,60.42,52.08,504.1,92.03,0.175,0.578,0.235,265.2,474.2,120.0
BATCH-0230,Hot Rolled Coil,S235JR,BF-BOF,France,13.24,22.86,20.9,41.78,1663.9,58.32,0.296,1.494,0.66,337.8,504.5,1259.6
BATCH-0231,Hot Rolled Coil,S235JR,BF-BOF,Belgium,26.89,0.68,19.13,58.22,1842.6,71.24,0.172,0.963,0.413,170.0,353.0,1328.5
BATCH-0232,Wire Rod,DX51D,BF-BOF,France,17.13,12.14,23.75,48.13,2082.9,56.3,0.263,1.049,0.632,259.2,409.0,1264.1
BATCH-0233,Stainless Steel,304,EAF,Belgium,31.64,23.31,75.97,17.01,732.0,86.41,0.139,1.408,17.17,307.8,443.9,533.2
BATCH-0234,Galvanised Coil,M270-35A,EAF,France,27.49,6.88,80.42,27.23,597.2,73.13,0.214,1.385,0.0,294.0,419.9,120.0
BATCH-0235,Stainless Steel,S235JR,EAF,Belgium,17.7,14.1,76.42,41.7,766.6,87.22,0.259,0.698,16.484,329.1,515.4,453.5
BATCH-0236,Electrical Steel,DX51D,BF-BOF,Italy,18.39,7.3,15.61,38.82,1764.8,89.15,0.239,1.119,0.062,222.6,397.4,1310.4
BATCH-0237,Wire Rod,S355JR,BF-BOF,Germany,11.6,3.56,6.46,81.71,2119.8,57.84,0.305,1.175,0.079,271.9,442.7,1490.0
BATCH-0238,Electrical Steel,DX51D,BF-BOF,France,20.69,21.59,32.53,85.06,1837.4,95.58,0.376,1.09,0.46,262.0,396.1,1256.5
BATCH-0239,Hot Rolled Coil,DX51D,BF-BOF,Belgium,33.19,4.58,30.72,50.39,1895.2,76.37,0.075,0.898,0.311,245.3,447.7,1316.3
BATCH-0240,Hot Rolled Coil,S355JR,EAF,France,25.23,13.88,77.86,27.58,630.4,96.59,0.099,1.272,0.285,279.8,423.3,120.0
BATCH-0241,Electrical Steel,S235JR,BF-BOF,France,21.03,13.89,30.14,72.9,1799.2,60.86,0.079,0.944,0.09,206.4,357.0,1260.2
BATCH-0242,Electrical Steel,S235JR,BF-BOF,Germany,19.01,0.85,14.78,20.46,2085.0,70.08,0.315,1.193,0.528,276.7,417.3,1636.7
BATCH-0243,Hot Rolled Coil,DX51D,EAF,Spain,24.54,21.87,83.53,46.83,636.1,74.71,0.137,1.131,0.491,225.7,385.6,120.0
BATCH-0244,Galvanised Coil,S355JR,BF-BOF,Belgium,32.48,2.62,19.23,89.51,2010.3,95.42,0.156,1.293,0.029,218.2,404.3,1244.2
BATCH-0245,Galvanised Coil,S355JR,BF-BOF,Belgium,18.69,9.12,21.5,79.36,1858.0,59.52,0.217,0.547,0.276,263.2,419.0,1354.1
BATCH-0246,Stainless Steel,S235JR,BF-BOF,Belgium,24.58,6.43,29.82,84.01,1830.3,78.57,0.177,1.209,18.906,350.9,499.4,1472.0
BATCH-0247,Galvanised Coil,S235JR,BF-BOF,Belgium,34.5,3.21,20.38,13.32,1956.1,60.71,0.205,1.668,0.7,258.5,379.3,1441.6
BATCH-0248,Wire Rod,S235JR,EAF,Belgium,24.08,11.95,72.61,44.28,604.6,64.61,0.138,1.544,0.394,297.0,497.7,120.0
BATCH-0249,Wire Rod,S355JR,BF-BOF,Italy,26.69,20.62,30.69,70.37,1716.1,81.13,0.281,0.928,0.348,228.9,337.5,1103.0
BATCH-0250,Wire Rod,S235JR,EAF,Belgium,31.74,23.74,49.17,18.26,686.2,67.05,0.103,1.272,0.392,272.3,385.1,254.9
BATCH-0251,Galvanised Coil,S355JR,BF-BOF,Spain,20.31,0.82,18.67,70.36,1948.4,67.33,0.173,0.978,0.388,222.4,389.2,1389.6
BATCH-0252,Stainless Steel,S355JR,EAF,Germany,9.63,24.62,79.27,34.05,683.8,83.81,0.199,0.903,16.707,305.6,452.4,298.1
BATCH-0253,Wire Rod,S355JR,BF-BOF,Germany,19.82,17.21,32.93,80.41,1913.9,89.76,0.226,1.213,0.0,261.0,426.5,1184.2
BATCH-0254,Hot Rolled Coil,S235JR,EAF,Germany,11.57,10.33,91.78,40.5,669.8,56.46,0.207,1.066,0.35,195.2,343.8,120.0
BATCH-0255,Hot Rolled Coil,S235JR,EAF,France,31.99,12.95,67.53,26.27,709.2,64.65,0.158,0.461,0.936,216.1,323.1,135.0
BATCH-0256,Electrical Steel,M270-35A,EAF,Italy,29.42,11.17,87.13,82.93,688.3,77.65,0.13,1.478,0.158,261.2,366.0,120.0
BATCH-0257,Electrical Steel,304,BF-BOF,Spain,28.62,6.57,32.99,65.59,1699.7,94.11,0.302,1.292,0.536,250.2,349.3,1267.1
BATCH-0258,Hot Rolled Coil,S235JR,EAF,Italy,19.23,22.86,98.0,44.35,641.7,70.95,0.089,1.447,0.472,245.2,464.2,120.0
BATCH-0259,Hot Rolled Coil,S355JR,EAF,France,28.33,2.43,83.4,86.69,688.2,67.42,0.238,1.351,0.33,299.5,417.5,120.0
BATCH-0260,Galvanised Coil,S355JR,EAF,Spain,23.61,12.12,63.54,56.2,601.8,59.05,0.093,1.544,0.162,260.0,397.0,120.0
BATCH-0261,Hot Rolled Coil,M270-35A,EAF,Belgium,10.86,21.58,88.54,54.9,634.4,64.01,0.212,1.32,0.458,255.6,438.5,120.0
BATCH-0262,Electrical Steel,M270-35A,BF-BOF,France,12.18,10.45,21.19,35.7,1913.8,76.37,0.246,0.761,0.274,213.2,392.8,1463.0
BATCH-0263,Wire Rod,304,EAF,France,30.32,7.21,60.28,75.95,773.0,67.64,0.086,0.751,0.33,206.3,333.6,120.0
BATCH-0264,Hot Rolled Coil,S235JR,EAF,Belgium,31.68,10.4,84.39,54.75,601.0,80.54,0.227,0.994,0.438,253.1,386.5,120.0
BATCH-0265,Stainless Steel,DX51D,EAF,Belgium,25.38,23.56,86.6,57.84,579.2,67.98,0.135,0.842,16.348,284.9,432.2,235.3
BATCH-0266,Hot Rolled Coil,DX51D,EAF,France,14.69,15.57,75.87,84.58,672.8,65.25,0.02,0.34,0.276,174.1,304.3,120.0
BATCH-0267,Hot Rolled Coil,304,EAF,Italy,32.42,4.16,53.78,27.94,746.6,82.71,0.236,0.785,0.492,230.2,400.6,308.1
BATCH-0268,Hot Rolled Coil,M270-35A,EAF,Italy,31.64,19.2,75.04,72.23,714.9,86.22,0.106,1.541,0.343,241.3,479.0,120.0
BATCH-0269,Hot Rolled Coil,S355JR,EAF,Spain,27.1,0.94,72.19,73.92,651.7,94.54,0.132,0.771,0.0,268.2,405.1,120.0
BATCH-0270,Hot Rolled Coil,DX51D,EAF,Belgium,28.61,5.13,93.3,10.39,748.1,79.32,0.076,1.231,0.428,280.7,412.6,120.0
BATCH-0271,Hot Rolled Coil,S355JR,EAF,Germany,10.95,15.46,77.11,66.4,505.2,95.75,0.13,0.852,0.465,237.1,409.3,120.0
BATCH-0272,Hot Rolled Coil,S355JR,BF-BOF,Italy,28.41,2.55,18.71,75.58,1921.2,64.3,0.278,1.156,0.487,280.9,356.0,1244.5
BATCH-0273,Hot Rolled Coil,S355JR,EAF,France,31.65,1.34,72.13,50.59,624.9,77.73,0.304,1.02,0.308,304.0,460.4,120.0
BATCH-0274,Galvanised Coil,304,BF-BOF,Spain,26.32,15.79,20.41,14.45,2056.6,74.85,0.121,0.878,0.159,259.8,382.1,1554.5
BATCH-0275,Galvanised Coil,DX51D,BF-BOF,Italy,33.19,24.69,46.92,11.71,2169.3,84.79,0.166,1.286,0.104,239.4,437.4,1626.7
BATCH-0276,Wire Rod,304,BF-BOF,Spain,10.45,3.52,12.12,7.0,1852.6,64.96,0.198,0.967,0.271,259.1,382.8,1485.5
BATCH-0277,Wire Rod,304,EAF,Belgium,12.25,24.97,80.64,36.12,655.6,60.6,0.105,0.734,0.496,220.8,369.1,120.0
BATCH-0278,Galvanised Coil,S355JR,BF-BOF,Spain,34.7,12.81,15.44,57.8,1816.1,73.86,0.224,1.111,0.21,282.1,427.9,1219.1
BATCH-0279,Stainless Steel,M270-35A,BF-BOF,Belgium,31.73,20.49,35.44,53.46,1810.8,84.27,0.279,1.666,17.767,294.9,456.0,1458.0
BATCH-0280,Stainless Steel,S235JR,BF-BOF,Belgium,15.0,15.41,31.45,48.33,1749.5,85.87,0.093,0.891,15.204,216.0,388.7,1594.0
BATCH-0281,Hot Rolled Coil,M270-35A,BF-BOF,Spain,33.11,9.98,15.81,40.47,1595.2,83.98,0.275,1.113,0.63,278.3,442.8,1252.9
BATCH-0282,Hot Rolled Coil,S235JR,EAF,France,9.39,3.62,80.0,62.87,770.8,82.85,0.095,1.408,0.43,263.1,380.7,120.0
BATCH-0283,Hot Rolled Coil,S355JR,BF-BOF,France,20.23,16.07,19.54,80.08,1966.2,61.88,0.159,1.154,0.243,266.5,424.0,1307.3
BATCH-0284,Hot Rolled Coil,M270-35A,BF-BOF,France,13.23,23.92,26.47,75.25,1977.5,89.04,0.355,0.631,0.116,232.9,414.6,1181.6
BATCH-0285,Galvanised Coil,304,EAF,Spain,32.95,7.88,86.19,65.78,725.0,79.09,0.31,0.717,0.452,216.9,346.7,120.0
BATCH-0286,Wire Rod,S355JR,EAF,Belgium,34.9,11.46,71.68,29.85,791.9,57.93,0.084,0.482,0.323,200.7,338.6,120.0
BATCH-0287,Hot Rolled Coil,M270-35A,BF-BOF,France,10.99,12.11,20.11,84.94,1764.1,65.97,0.238,1.068,0.201,215.4,386.3,1238.0
BATCH-0288,Wire Rod,S235JR,EAF,Italy,31.84,3.23,63.25,78.2,680.9,66.44,0.086,0.67,0.361,193.8,309.3,120.0
BATCH-0289,Galvanised Coil,304,BF-BOF,Italy,9.77,0.99,15.87,85.56,1739.3,60.71,0.216,0.879,0.396,270.0,437.3,1225.3
BATCH-0290,Hot Rolled Coil,DX51D,EAF,Spain,33.34,22.73,78.26,57.62,752.6,61.07,0.152,1.235,0.172,246.5,413.6,120.0
BATCH-0291,Electrical Steel,S355JR,BF-BOF,Belgium,32.86,17.94,32.59,33.3,1609.6,93.33,0.223,1.074,0.371,244.4,358.2,1111.3
BATCH-0292,Hot Rolled Coil,M270-35A,EAF,Italy,29.6,24.69,68.81,43.43,606.8,74.34,0.203,0.543,0.0,205.0,369.8,120.0
BATCH-0293,Stainless Steel,304,BF-BOF,France,8.72,22.9,12.24,32.83,1724.4,72.81,0.197,1.087,18.814,306.0,451.7,1697.4
BATCH-0294,Hot Rolled Coil,S235JR,EAF,France,15.23,22.93,64.06,34.83,598.1,89.83,0.166,1.11,0.533,258.0,392.1,120.0
BATCH-0295,Electrical Steel,S235JR,BF-BOF,Italy,22.46,4.72,5.0,41.17,1598.5,70.65,0.337,1.65,0.272,310.4,483.8,1255.3
BATCH-0296,Stainless Steel,S235JR,EAF,Italy,20.09,13.7,80.55,84.48,551.1,68.67,0.146,1.189,17.276,280.3,404.8,164.5
BATCH-0297,Stainless Steel,DX51D,EAF,Germany,19.91,10.31,60.02,47.28,657.9,63.84,0.134,1.456,20.415,337.2,493.1,403.0
BATCH-0298,Electrical Steel,DX51D,EAF,Belgium,26.63,16.08,73.57,39.37,769.7,58.76,0.29,1.799,0.541,347.0,505.9,215.2
BATCH-0299,Electrical Steel,304,EAF,Belgium,11.94,20.34,84.11,59.35,763.3,63.55,0.107,1.571,0.484,245.9,411.1,198.1
BATCH-0300,Galvanised Coil,304,BF-BOF,France,25.08,24.76,41.87,29.34,1836.2,90.2,0.251,0.755,0.523,258.0,448.5,1386.2
BATCH-0301,Electrical Steel,S235JR,EAF,Belgium,12.03,2.37,78.75,5.75,662.5,79.25,0.158,1.07,0.051,241.4,407.3,178.2
BATCH-0302,Hot Rolled Coil,DX51D,EAF,France,15.15,18.25,62.94,67.04,713.8,80.3,0.12,2.145,0.674,293.5,449.2,120.0
BATCH-0303,Galvanised Coil,304,BF-BOF,Italy,23.97,19.43,9.95,33.26,1716.9,70.81,0.26,0.846,0.467,273.8,406.9,1460.4
BATCH-0304,Galvanised Coil,M270-35A,EAF,Germany,26.63,20.0,78.29,25.19,659.4,76.14,0.201,1.121,0.846,267.8,440.6,120.0
BATCH-0305,Stainless Steel,S355JR,EAF,Spain,14.22,6.89,76.36,50.48,662.1,83.33,0.185,1.475,18.573,349.4,516.0,235.7
BATCH-0306,Wire Rod,S235JR,BF-BOF,Italy,16.38,4.0,20.42,18.69,2013.8,72.91,0.193,1.286,0.178,236.4,359.2,1473.1
BATCH-0307,Wire Rod,S235JR,EAF,France,28.58,9.71,74.91,28.63,730.8,69.24,0.228,0.979,0.575,241.9,385.1,120.0
BATCH-0308,Galvanised Coil,S355JR,BF-BOF,France,23.6,10.68,18.99,48.55,1879.0,65.81,0.079,1.485,0.519,281.9,405.9,1421.1
BATCH-0309,Hot Rolled Coil,DX51D,BF-BOF,Belgium,16.39,20.12,20.39,87.82,1995.6,64.1,0.256,0.663,0.005,219.1,382.2,1257.4
BATCH-0310,Hot Rolled Coil,S355JR,EAF,Spain,22.8,24.86,87.74,25.73,682.0,79.53,0.059,1.006,0.334,241.8,390.9,120.0
BATCH-0311,Wire Rod,S235JR,BF-BOF,Germany,11.52,21.79,18.51,44.7,1601.4,58.11,0.103,1.308,0.223,277.3,442.1,1225.2
BATCH-0312,Wire Rod,S355JR,BF-BOF,Germany,19.36,6.6,19.78,49.88,1970.9,61.88,0.233,0.779,0.246,264.1,406.5,1393.2
BATCH-0313,Hot Rolled Coil,S355JR,EAF,Germany,29.27,11.08,96.13,65.6,736.1,80.44,0.252,1.604,0.364,272.5,430.0,120.0
BATCH-0314,Wire Rod,DX51D,BF-BOF,France,31.76,20.7,24.82,49.37,1899.5,89.69,0.142,1.384,0.164,255.6,416.2,1175.4
BATCH-0315,Wire Rod,S235JR,EAF,Spain,8.2,10.74,83.09,67.34,616.9,66.39,0.239,1.596,0.566,291.8,459.6,120.0
BATCH-0316,Wire Rod,304,EAF,Germany,26.94,3.44,80.5,78.46,619.6,55.41,0.157,1.836,0.189,263.5,415.9,120.0
BATCH-0317,Wire Rod,DX51D,BF-BOF,France,8.29,12.3,10.5,29.04,1955.6,83.73,0.065,1.244,0.189,223.1,340.9,1494.1
BATCH-0318,Galvanised Coil,S355JR,EAF,Germany,28.1,18.42,68.99,76.03,589.9,56.73,0.135,0.664,0.096,214.7,394.0,120.0
BATCH-0319,Hot Rolled Coil,M270-35A,EAF,Spain,30.94,19.89,75.46,27.33,608.2,69.28,0.082,1.281,0.41,280.1,460.4,120.0
BATCH-0320,Stainless Steel,304,EAF,Belgium,32.92,19.18,83.75,73.79,698.8,74.34,0.179,1.256,17.833,289.3,482.4,172.2
BATCH-0321,Stainless Steel,S235JR,BF-BOF,Italy,10.53,5.69,15.87,59.12,1861.1,87.5,0.199,1.54,17.878,345.0,467.2,1533.4
BATCH-0322,Galvanised Coil,S235JR,BF-BOF,Belgium,8.32,13.65,41.9,53.33,1873.9,88.24,0.21,0.877,0.571,257.3,390.7,1472.0
BATCH-0323,Wire Rod,S235JR,EAF,Spain,17.95,4.02,90.2,44.43,576.9,72.94,0.086,0.697,0.248,266.5,386.9,120.0
BATCH-0324,Galvanised Coil,DX51D,EAF,Spain,14.87,3.0,76.42,51.36,713.3,92.57,0.21,1.036,0.639,307.8,394.9,120.0
BATCH-0325,Electrical Steel,S355JR,BF-BOF,France,19.11,21.38,25.09,24.94,1818.7,71.44,0.219,1.649,0.293,259.5,435.1,1244.3
BATCH-0326,Galvanised Coil,S355JR,EAF,Belgium,12.48,7.01,59.01,47.34,415.4,75.4,0.274,1.241,0.581,289.6,396.3,120.0
BATCH-0327,Electrical Steel,DX51D,EAF,Spain,28.8,18.12,98.0,56.72,749.2,72.05,0.14,1.074,0.514,234.3,404.0,120.0
BATCH-0328,Galvanised Coil,DX51D,EAF,Germany,25.68,18.87,73.86,37.43,660.7,81.62,0.105,1.117,0.222,257.3,365.7,120.0
BATCH-0329,Galvanised Coil,S235JR,BF-BOF,Germany,18.65,5.76,28.87,37.46,1813.4,72.34,0.123,1.158,0.371,221.6,321.3,1383.2
BATCH-0330,Hot Rolled Coil,S235JR,EAF,Belgium,26.98,1.54,73.85,34.53,510.6,95.06,0.193,1.55,0.396,285.2,422.6,120.0
BATCH-0331,Electrical Steel,304,BF-BOF,France,17.29,8.73,41.27,74.52,1687.1,91.15,0.177,1.226,0.173,303.9,466.9,1239.3
BATCH-0332,Hot Rolled Coil,M270-35A,BF-BOF,Italy,23.41,12.89,36.93,37.68,1994.0,71.74,0.167,1.799,0.128,254.9,351.8,1399.5
BATCH-0333,Galvanised Coil,M270-35A,EAF,Spain,20.21,9.35,65.55,54.33,712.0,56.03,0.14,1.154,0.235,273.9,407.5,230.7
BATCH-0334,Stainless Steel,M270-35A,BF-BOF,Spain,16.97,7.99,37.73,87.64,1948.4,78.48,0.222,1.136,16.219,332.5,437.3,1664.0
BATCH-0335,Hot Rolled Coil,DX51D,EAF,Germany,9.57,1.17,89.6,7.56,690.9,65.42,0.217,1.467,0.0,308.1,479.0,120.0
BATCH-0336,Galvanised Coil,M270-35A,EAF,Spain,16.52,14.57,83.46,23.69,692.5,68.77,0.161,1.164,0.782,261.9,411.7,120.0
BATCH-0337,Hot Rolled Coil,M270-35A,BF-BOF,Belgium,20.6,12.08,21.43,83.64,2003.0,74.73,0.343,2.039,0.254,322.7,473.2,1332.0
BATCH-0338,Electrical Steel,M270-35A,EAF,France,16.17,22.53,82.52,65.92,546.5,89.6,0.086,0.936,0.608,256.7,433.2,120.0
BATCH-0339,Hot Rolled Coil,S235JR,BF-BOF,Italy,34.23,3.79,16.93,37.0,1824.8,87.16,0.143,1.049,0.468,299.9,443.1,1252.2
BATCH-0340,Stainless Steel,S235JR,BF-BOF,France,13.04,12.81,19.34,12.63,1654.6,78.98,0.109,0.549,18.987,285.3,448.5,1628.0
BATCH-0341,Hot Rolled Coil,DX51D,EAF,Spain,18.45,13.42,82.12,48.68,594.1,86.31,0.126,1.605,0.515,279.9,478.2,120.0
BATCH-0342,Stainless Steel,DX51D,BF-BOF,Germany,26.5,12.93,16.6,71.63,1647.3,68.21,0.162,1.811,21.211,364.0,515.1,1554.5
BATCH-0343,Electrical Steel,M270-35A,EAF,Italy,15.28,2.26,63.62,40.95,656.9,76.19,0.202,1.279,0.736,236.3,332.8,136.6
BATCH-0344,Galvanised Coil,S355JR,EAF,Italy,21.66,4.69,83.33,76.74,643.5,58.06,0.182,1.671,0.219,261.5,425.2,120.0
